Track name,Artist name,Album,Playlist name,Type,ISRC,Deezer - id
Flash Pose (Anne Louise & Lorena Simpson Remix),Pabllo Vittar,111 DELUXE,Dj Anne Louise 💃,Playlist,BCM112000022,1147798442
Chica Boom,DJ Anne Louise,Chica Boom,Dj Anne Louise 💃,Playlist,QZGLM2091384,913633272
